,name,formFactor,power,fan,pin,GPUpin,price,link
169,Formula MONZA VL-750APB-85,ATX,750 Вт,120мм,24+4+4 pin,2х(6+2) pin,7330,https://www.citilink.ru/product/blok-pitaniya-formula-atx-750w-monza-vl-750apb-85-80-bronze-24-4pin-ap-1179264/
170,GMNG PSU-750W-80BR,"ATX, 12V v2.3",750 Вт,120мм,24+4+4 pin,3х(6+2) pin,4990,https://www.citilink.ru/product/blok-pitaniya-oklik-atx-750w-psu-750w-80br-24-4-4pin-120mm-fan-3xsata-1806874/
171,Cooler Master MWE Gold V2,"ATX, 12V v2.52",1050 Вт,140мм,24+8+4+4 pin,6х(6+2) pin,21620,https://www.citilink.ru/product/blok-pitaniya-cooler-master-atx-1050w-mwe-gold-v2-80-gold-24-8-4-4pin-1847044/
172,CHIEFTEC iArena GPA-600S,"ATX, 12V v2.3",600 Вт,120мм,24+4+4 pin,2х(6+2) pin,4740,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-600w-iarena-gpa-600s-24-4-4pin-apfc-120mm-1737333/
173,Thermaltake Smart BX1 RGB,"ATX, 12V v2.4",550 Вт,120мм,24+4+4 pin,2х(6+2) pin,5800,https://www.citilink.ru/product/blok-pitaniya-thermaltake-smart-bx1-rgb-550vt-120mm-chernyi-retail-ps-1088660/
174,CHIEFTEC PowerUp GPX-750FC,"ATX, 12V v2.53",750 Вт,120мм,24+2x(4+4) pin,4х(6+2) pin,8090,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-750w-powerup-gpx-750fc-80-gold-24-2x-4-4-p-1683881/
175,CHIEFTEC SMART GPS-600A8,"ATX, 12V v2.3",600 Вт,120мм,24+4+4 pin,2х(6+2) pin,5210,https://www.citilink.ru/product/blok-pitaniya-chieftec-atx-600w-gps-600a8-active-pfc-v2-3-120mm-fan-rt-738468/
176,Thermaltake Toughpower GF1 ARGB,"ATX, 12V v2.4",650 Вт,140мм,24+4+4 pin,4х(6+2) pin,11440,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-gf1-argb-650vt-140mm-chernyi-reta-1162055/
177,CHIEFTEC Silicon SLC-650C,"ATX, 12V v2.3",650 Вт,140мм,24+4+4 pin,4х(6+2) pin,6990,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-650w-silicon-slc-650c-80-bronze-24-4-4pin-1737353/
178,CHIEFTEC Photon CTG-650C-RGB,"ATX, 12V v2.3",650 Вт,120мм,24+4+4 pin,4х(6+2) pin,6590,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-650w-photon-ctg-650c-rgb-24-4-4pin-apfc-12-1737344/
179,Cooler Master Elite V4,"ATX, 12V v2.41",400 Вт,120мм,24+4+4 pin,6+2 pin,4860,https://www.citilink.ru/product/blok-pitaniya-cooler-master-elite-v4-400w-400vt-120mm-retail-mpe-4001-1446315/
180,CHIEFTEC PowerUp GPX-850FC,"ATX, 12V v2.53",850 Вт,120мм,24+2x(4+4) pin,6х(6+2) pin,10760,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-850w-powerup-gpx-850fc-80-gold-24-2x-4-4-p-1737365/
181,HIPER HPB-700FMK2,"ATX, 12V v2.31",700 Вт,120мм,24+4+4 pin,4х(6+2) pin,8330,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-700w-hpb-700fmk2-80-gold-24-4-4pin-apfc-120mm-1808447/
182,Thermaltake Toughpower Grand RGB Sync,"ATX, 12V v2.4",750 Вт,140мм,24+4+4 pin,4х(6+2) pin,14640,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-750w-toughpower-grand-rgb-sync-80-gold-2-1485740/
183,Zalman ZM850-ARX,"ATX, 12V v2.3",850 Вт,135мм,20+4 pin,6х(6+2) pin,15330,https://www.citilink.ru/product/blok-pitaniya-zalman-atx-850w-zm850-arx-80-platinum-20-4pin-apfc-135mm-1774665/
184,Thermaltake Toughpower PF1 ARGB,"ATX, 12V v2.31",850 Вт,140мм,24+2x(4+4) pin,6х(6+2) pin,19760,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-850w-toughpower-pf1-argb-80-platinum-24-1512151/
185,Thermaltake Toughpower iRGB Plus,"ATX, 12V v2.4",850 Вт,140мм,24+4+4 pin,6х(6+2) pin,16160,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-irgb-plus-850vt-140mm-chernyi-ret-1136887/
186,Thermaltake Toughpower PF1 ARGB,"ATX, 12V v2.31",1200 Вт,140мм,24+2x(4+4) pin,8х(6+2) pin,28670,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-pf1-argb-1200vt-140mm-retail-ps-t-1465681/
187,Thermaltake Litepower RGB 450,"ATX, 12V v2.3",450 Вт,120мм,24+4+4 pin,2х(6+2) pin,5120,https://www.citilink.ru/product/blok-pitaniya-thermaltake-litepower-rgb-450-450vt-120mm-chernyi-retail-1141150/
188,Fractal Design ION+2 760,"ATX, 12V v2.52",750 Вт,140мм,24+4+4 pin,6х(6+2) pin,14280,https://www.citilink.ru/product/blok-pitaniya-fractal-design-atx-750w-ion-2-760-80-platinum-24-4-4pin-1806993/
189,Cooler Master Gold,"ATX, 12V v2.52",850 Вт,120мм,24+8+4+4 pin,4х(6+2) pin,11890,https://www.citilink.ru/product/blok-pitaniya-cooler-master-atx-850w-gold-80-gold-24-8-4-4pin-apfc-120-1554775/
190,QDION Q-DION QD650-PNR 80+,"ATX, 12V v2.31",650 Вт,120мм,24+4+4 pin,2х(6+2) pin,5200,https://www.citilink.ru/product/blok-pitaniya-fsp-q-dion-qd650-pnr-80-650vt-120mm-qd-650-pnr-80-1131926/
191,Hipro HPC500W-Active,"ATX, 12V v2.31",500 Вт,120мм,24+4+4 pin,2х(6+2) pin,5940,https://www.citilink.ru/product/blok-pitaniya-hipro-hpc500w-active-500vt-120mm-chernyi-retail-576554/
192,GIGABYTE GP-UD850GM PG5 Gen.5,"ATX, 12V",850 Вт,120мм,24+2x(4+4) pin,4х(6+2) + 12+4 pin,14140,https://www.citilink.ru/product/blok-pitaniya-gigabyte-atx-850w-gp-ud850gm-gp5-80-gold-24-2x-4-4-pin-a-1891042/
193,CHIEFTEC SMART GPS-700A8,"ATX, 12V v2.3",700 Вт,120мм,24+4+4 pin,2х(6+2) pin,4540,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-700w-smart-gps-700a8-24-4-4pin-apfc-120mm-1737354/
194,QDION Q-DION QD400-PNR,"ATX, 12V v2.3",400 Вт,120мм,24+4+4 pin,6 pin,2890,https://www.citilink.ru/product/blok-pitaniya-fsp-q-dion-qd400-pnr-400vt-120mm-qd-400-pnr-1131922/
195,LinkWorld LW2-430W,"ATX, 12V v1.3",430 Вт,120мм,24+4 pin,отсутствует,1790,https://www.citilink.ru/product/blok-pitaniya-linkworld-lw2-430w-430vt-120mm-retail-36415/
196,CHIEFTEC Chieftronic PowerPlay GPU-850FC,"ATX, 12V v2.3",850 Вт,140мм,24+4+4 pin,2х(6+2) pin,21520,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-850w-chieftronic-powerplay-gpu-850fc-80-go-1738008/
197,CHIEFTEC Polaris PPS-1250FC,"ATX, 12V v2.3",1250 Вт,140мм,24+2x(4+4) pin,6х(6+2) pin,13990,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-1250w-polaris-pps-1250fc-80-gold-24-2x-4-4-1737321/
198,Thermaltake Toughpower GX1 RGB,ATX,700 Вт,120мм,24+4+4 pin,2х(6+2) pin,11360,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-gx1-rgb-700vt-120mm-chernyi-retai-1112451/
199,CHIEFTEC Polaris PPS-750FC,"ATX, 12V v2.4",750 Вт,120мм,24+2x(4+4) pin,4х(6+2) pin,8590,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-750w-polaris-pps-750fc-80-gold-24-2x-4-4-p-1683873/
200,Cooler Master V Gold V2 WHITE CASE,"ATX, 12V v2.52",750 Вт,135мм,24+8+4+4 pin,4х(6+2) pin,12590,https://www.citilink.ru/product/blok-pitaniya-cooler-master-v-gold-v2-white-case-750vt-120mm-belyi-ret-1468764/
201,Cooler Master MWE White V2,"ATX, 12V v2.52",550 Вт,120мм,24+4+4 pin,2х(6+2) pin,6500,https://www.citilink.ru/product/blok-pitaniya-cooler-master-mwe-white-v2-550vt-120mm-retail-mpe-5501-a-1468753/
202,HIPER HPC-550,"ATX, 12V v2.31",550 Вт,120мм,24+4+4 pin,6+2 pin,3810,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-550w-hpc-550-80-24-4-4pin-apfc-120mm-fan-4xsat-1808435/
203,Thermaltake Toughpower GF2 ARGB,"ATX, 12V v2.4",850 Вт,140мм,24+2x(4+4) pin,6х(6+2) pin,17190,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-850w-toughpower-gf2-argb-80-gold-24-4-4p-1720306/
204,CHIEFTEC Proton BDF-850C,"ATX, 12V v2.3",850 Вт,140мм,24+4+4 pin,6х(6+2) pin,10040,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-850w-proton-bdf-850c-80-bronze-24-4-4pin-a-1683882/
205,CHIEFTEC PowerUp GPX-650FC,"ATX, 12V v2.53",650 Вт,120мм,24+2x(4+4) pin,2х(6+2) pin,8850,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-650w-powerup-gpx-650fc-80-gold-24-2x-4-4-p-1737357/
206,HIPER HPC-500,"ATX, 12V v2.31",500 Вт,120мм,24+4+4 pin,6+2 pin,3550,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-500w-hpc-500-80-24-4-4pin-apfc-120mm-fan-4xsat-1808434/
207,Zalman ZM1200-ARX,"ATX, 12V v2.3",1200 Вт,135мм,20+4 pin,8х(6+2) pin,24140,https://www.citilink.ru/product/blok-pitaniya-zalman-atx-1200w-zm1200-arx-80-platinum-20-4pin-apfc-135-1774491/
208,Thermaltake Toughpower iRGB Plus,"ATX, 12V v2.4",1050 Вт,140мм,24+2x(4+4) pin,8х(6+2) pin,27490,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-irgb-plus-1050vt-140mm-chernyi-re-492778/
209,Zalman ZM850-TMX,"ATX, 12V v2.3",850 Вт,120мм,24+4+4 pin,6х(6+2) pin,12340,https://www.citilink.ru/product/blok-pitaniya-zalman-atx-850w-zm850-tmx-80-gold-20-4pin-apfc-120mm-fan-1831303/
210,HIPER HPB-850FMK2,"ATX, 12V v2.31",850 Вт,120мм,24+4+4 pin,6х(6+2) pin,9400,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-850w-hpb-850fmk2-80-gold-24-4-4pin-apfc-120mm-1808451/
211,Accord ACC-650W-80BR,"ATX, 12V v2.31",650 Вт,120мм,24+4+4 pin,2х(6+2) pin,5780,https://www.citilink.ru/product/blok-pitaniya-accord-acc-650w-80br-650vt-120mm-chernyi-retail-405091/
212,Thermaltake Toughpower Grand TF1,ATX,1550 Вт,140мм,24+2x(4+4) pin,8х(6+2) pin,31990,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-1500w-toughpower-grand-tf1-80-titanium-2-1486287/
213,Thermaltake Toughpower GF1 ARGB,ATX,1200 Вт,140мм,24+2x(4+4) pin,6х(6+2) pin,22180,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-1200w-toughpower-gf1-argb-80-gold-24-4-4-1543631/
214,Aerocool AERO BRONZE,"ATX, 12V v2.52",700 Вт,120мм,24+2x(4+4) pin,4х(6+2) pin,7210,https://www.citilink.ru/product/blok-pitaniya-aerocool-atx-700w-aero-bronze-80-bronze-24-4-4pin-apfc-1-1395986/
215,Cooler Master V750 Gold,"SFX, 12V v3.42",750 Вт,92мм,24+8+4+4 pin,4х(6+2) pin,15570,https://www.citilink.ru/product/blok-pitaniya-cooler-master-sfx-750w-v750-gold-80-gold-24-8-4-4pin-apf-1587784/
216,HIPER HPC-450,"ATX, 12V v2.31",450 Вт,120мм,24+4+4 pin,6+2 pin,3380,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-450w-hpc-450-80-24-4-4pin-apfc-120mm-fan-4xsat-1808433/
217,Fractal Design ION SFX-L 650,"SFX, 12V v2.4",650 Вт,120мм,24+4+4 pin,2х(6+2) pin,13600,https://www.citilink.ru/product/blok-pitaniya-fractal-design-sfx-650w-ion-sfx-l-650-80-gold-24-4-4pin-1807023/
218,CHIEFTEC SteelPower BDK-750FC,"ATX, 12V v2.3",750 Вт,120мм,24+4+4 pin,4х(6+2) pin,8290,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-750w-steelpower-bdk-750fc-80-bronze-24-4-4-1737331/
219,HIPER HPB-600D,"ATX, 12V v2.31",600 Вт,120мм,24+4+4 pin,2х(6+2) pin,5370,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-600w-hpb-600d-80-bronze-24-4-4pin-apfc-120mm-f-1808439/
220,HIPER HPB-650D,"ATX, 12V v2.31",650 Вт,120мм,24+4+4 pin,2х(6+2) pin,5760,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-650w-hpb-650d-80-bronze-24-4-4pin-apfc-120mm-f-1808440/
221,Thermaltake Toughpower Grand RGB Sync,"ATX, 12V v2.4",650 Вт,140мм,24+4+4 pin,4х(6+2) pin,13590,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-grand-rgb-sync-650vt-140mm-cherny-1106489/
222,CHIEFTEC ECO GPE-700S,"ATX, 12V v2.3",700 Вт,120мм,24+4+4 pin,2х(6+2) pin,4690,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-700w-eco-gpe-700s-24-4-4pin-apfc-120mm-fan-1683880/
223,Fractal Design ION+2 560,"ATX, 12V v2.52",550 Вт,140мм,24+4+4 pin,4х(6+2) pin,12990,https://www.citilink.ru/product/blok-pitaniya-fractal-design-atx-550w-ion-2-560-80-platinum-24-4-4pin-1806986/
224,Cooler Master V Gold V2 750W,"ATX, 12V v2.52",750 Вт,135мм,24+8+4+4 pin,4х(6+2) pin,14280,https://www.citilink.ru/product/blok-pitaniya-cooler-master-v-gold-v2-750w-750vt-120mm-retail-mpy-750v-1466351/
225,CHIEFTEC CORE BBS-500S-Bulk,"ATX, 12V v2.3",500 Вт,120мм,24+4+4 pin,6+2 pin,6620,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-550w-core-bbs-500s-bulk-80-gold-24-4-4pin-1737319/
226,CHIEFTEC Solid GPP-700S,"ATX, 12V v2.3",700 Вт,120мм,24+4+4 pin,2х(6+2) pin,3990,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-700w-solid-gpp-700s-24-4-4pin-apfc-120mm-f-1737343/
227,Accord ACC-600W-80BR,"ATX, 12V v2.31",600 Вт,120мм,24+4+4 pin,2х(6+2) pin,5500,https://www.citilink.ru/product/blok-pitaniya-accord-acc-600w-80br-600vt-120mm-chernyi-retail-405090/
228,CHIEFTEC A-80 CTG-650C,"ATX, 12V v2.3",650 Вт,120мм,24+4+4 pin,2х(6+2) pin,6190,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-650w-a-80-ctg-650c-24-4-4pin-apfc-120mm-fa-1737328/
229,HIPER HPB-700D,"ATX, 12V v2.31",700 Вт,120мм,24+4+4 pin,4х(6+2) pin,5460,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-700w-hpb-700d-80-bronze-24-4-4pin-apfc-120mm-f-1808441/
230,Thermaltake Toughpower GX1 RGB,ATX,600 Вт,120мм,24+4+4 pin,2х(6+2) pin,10690,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-gx1-rgb-600vt-120mm-chernyi-retai-1112448/
231,Thermaltake Toughpower SFX 650,"SFX, 12V v2.3",650 Вт,90мм,24+4+4 pin,2х(6+2) pin,13720,https://www.citilink.ru/product/blok-pitaniya-thermaltake-sfx-650w-sfx-650-24-4-4pin-apfc-90mm-fan-3xs-1685957/
232,CHIEFTEC Proton BDF-1000C,"ATX, 12V v2.3",1000 Вт,140мм,24+4+4 pin,6х(6+2) pin,11290,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-1000w-polaris-bdf-1000c-80-bronze-24-4-4pi-1737322/
233,CHIEFTEC PowerUp GPX-550FC,"ATX, 12V v2.53",550 Вт,120мм,24+2x(4+4) pin,2х(6+2) pin,9900,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-550w-powerup-gpx-550fc-80-gold-24-2x-4-4-p-1737355/
234,Zalman ZM700-EBTII,"ATX, 12V v2.31",700 Вт,135мм,20+4 pin,5х(6+2) pin,11970,https://www.citilink.ru/product/blok-pitaniya-zalman-atx-800w-zm700-ebtii-80-gold-20-4pin-apfc-135mm-f-1774659/
235,GMNG PSU-550W-80BR,"ATX, 12V v2.3",550 Вт,120мм,24+4+4 pin,2х(6+2) pin,4190,https://www.citilink.ru/product/blok-pitaniya-oklik-atx-550w-psu-550w-80br-24-4-4pin-120mm-fan-3xsata-1806868/
236,QDION Q-DION QD600-PNR 80+,"ATX, 12V v2.31",600 Вт,120мм,24+4+4 pin,6+2 pin,4550,https://www.citilink.ru/product/blok-pitaniya-fsp-q-dion-qd600-pnr-80-600vt-120mm-qd-600-pnr-80-1131925/
237,Thermaltake Toughpower PF1 ARGB,"ATX, 12V v2.31",1050 Вт,140мм,24+2x(4+4) pin,8х(6+2) pin,23190,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-1050w-toughpower-pf1-argb-80-platinum-24-1512152/
238,Fractal Design ION 550,"ATX, 12V v2.52",550 Вт,140мм,24+4+4 pin,2х(6+2) pin,9620,https://www.citilink.ru/product/blok-pitaniya-fractal-design-atx-550w-ion-550-80-gold-24-4-4pin-apfc-1-1806871/
239,Thermaltake Toughpower GF1 ARGB,"ATX, 12V v2.4",750 Вт,140мм,24+4+4 pin,4х(6+2) pin,15950,https://www.citilink.ru/product/blok-pitaniya-thermaltake-toughpower-gf1-argb-750vt-140mm-chernyi-reta-1162057/
240,Cooler Master XG850 PLATINUM Plus,"ATX, 12V v2.52",850 Вт,135мм,24+8+4+4 pin,6х(6+2) pin,22990,https://www.citilink.ru/product/blok-pitaniya-cooler-master-atx-850w-xg850-plus-80-platinum-24-8-4-4pi-1847045/
241,Cooler Master XG850,"ATX, 12V v2.52",850 Вт,135мм,24+8+4+4 pin,6х(6+2) pin,16890,https://www.citilink.ru/product/blok-pitaniya-cooler-master-atx-850w-xg850-plus-80-platinum-24-8-4-4pi-1847046/
242,CHIEFTEC Polaris PPS-850FC,"ATX, 12V v2.3",850 Вт,140мм,24+2x(4+4) pin,4х(6+2) pin,10890,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-850w-polaris-pps-850fc-80-gold-24-2x-4-4-p-1737326/
243,HIPER HPB-750D,"ATX, 12V v2.31",750 Вт,120мм,24+4+4 pin,4х(6+2) pin,5880,https://www.citilink.ru/product/blok-pitaniya-hiper-atx-750w-hpb-750d-80-bronze-24-4-4pin-apfc-120mm-f-1808443/
244,Thermaltake Toughpower PF1,"ATX, 12V v2.31",1050 Вт,140мм,24+8+4+4 pin,8х(6+2) pin,20000,https://www.citilink.ru/product/blok-pitaniya-thermaltake-atx-1050w-toughpower-pf1-80-platinum-24-2x-4-1806027/
245,CHIEFTEC Photon Gold GDP-650C-RGB,"ATX, 12V v2.3",650 Вт,140мм,24+4+4 pin,4х(6+2) pin,7190,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-650w-photon-gold-gdp-650c-rgb-24-4-4pin-ap-1737345/
246,CHIEFTEC iArena GPA-700S,"ATX, 12V v2.3",700 Вт,120мм,24+4+4 pin,2х(6+2) pin,5330,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-700w-iarena-gpa-700s-24-4-4pin-apfc-120mm-1737325/
247,CHIEFTEC Polaris PPS-1050FC,"ATX, 12V v2.3",1050 Вт,140мм,24+2x(4+4) pin,6х(6+2) pin,16190,https://www.citilink.ru/product/blok-pitaniya-chieftech-atx-1050w-polaris-pps-1050fc-80-gold-24-2x-4-4-1737316/
248,Formula FX-500,ATX,500 Вт,120мм,24+4+4 pin,6+2 pin,3070,https://www.citilink.ru/product/blok-pitaniya-formula-atx-500w-fx-500-24-4-4pin-apfc-120mm-fan-3xsata-1868503/
